authorMeta/fans,authorMeta/name,collectCount,commentCount,createTimeISO,diggCount,isSponsored,locationMeta/city,locationMeta/locationName,playCount,shareCount,text,videoMeta/duration,webVideoUrl
89,foodierate,2,0,2024-01-30 10:30:36+00:00,20,True,Jakarta,Kopi Kenangan - Lippo Mall Puri 2,2987,8,Kopi kenangan mantan - 19k lagi promo jenius cuma 6k 📍Kopi Kenangan #kopikenangan #coffee #coffeetiktok #coffeeaddict #coffeetime #kopi #kopisusu #coffeelover #coffeelovers #kopienak #kopimurah #promojenius #promokopi #coffeetok #minumantiktok #minumankekinian #coffeeasmr ,12,https://www.tiktok.com/@foodierate/video/7329836853459225862
697,andreannata_,1,2,2025-05-06 05:47:19+00:00,19,True,Surabaya,Kopi Kenangan - Tunjungan Plaza 3,6130,1,Americano 9ribu doank #kopikenangan ,9,https://www.tiktok.com/@andreannata_/video/7501205197339905287
1335,arnhkmdeel_,0,0,2025-04-21 07:01:19+00:00,8,True,Semarang Regency,Kopi Kenangan - Ruko A. Yani Ungaran Semarang,1075,4,Klik tag lokasi aja ya guyss #kopikenangan #promokopikenangan ,8,https://www.tiktok.com/@arnhkmdeel_/video/7495657973117635846
2392,kopikenangan48,1,2,2025-03-25 07:24:57+00:00,25,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,158,0,,29,https://www.tiktok.com/@kopikenangan48/video/7485644745813789957
831,elvitay,580,167,2025-04-05 09:45:45+00:00,12900,True,Bandar Lampung City,Kopi Kenangan - Ruko Ahmad Yani Lampung,1200000,1428,Promo @Kopi Kenangan  2 liter 120 ribuu ❤️❤️❤️  #kopi #kopikenangan #promo #lampung #tiktoklampung ,14,https://www.tiktok.com/@elvitay/video/7489763004314176786
291,ririnfrasasti1,5,2,2025-06-14 05:18:48+00:00,17,True,Binjai,Kopi Kenangan - Ruko Sultan Hasanuddin Binjai,3596,8,Baru sempat nukar misi awal Qpon Kopi Kenangan 1k✨ #kopikenangan #qpon #kopi ,15,https://www.tiktok.com/@ririnfrasasti1/video/7515670167284681991
1936,laella.alifa,5,7,2025-05-22 03:45:49+00:00,131,True,Pekalongan,"Kopi Kenangan, Ruko Diponegoro Pekalongan",10200,4,#kopikenangan #tiktokgo #fyp ,11,https://www.tiktok.com/@laella.alifa/video/7507111235981167878
2837,azkiya1544,45,7,2025-05-01 02:33:24+00:00,282,True,Bekasi Regency,Kopi Kenangan - Ruko Cikarang Festival,62800,28,#kopikenangan #kopi #kopikenanganhanyauntukmu ,10,https://www.tiktok.com/@azkiya1544/video/7499299786755968262
6094,erlina.syarif,1,0,2025-06-04 15:17:01+00:00,22,True,Jakarta,Kopi Kenangan - Ruko Otista,2967,1,#tiktokgo #kopken #kopikenangan ,14,https://www.tiktok.com/@erlina.syarif/video/7512113483639508231
3281,sn_0323,3,1,2023-12-20 13:20:24+00:00,33,True,Denpasar,Kopi Kenangan - Ruko Teuku Umar Bali,6117,14,🤍✨ #kopikenangan #fypシ #coffeetime #s🖤n #storytime #katakata #ldrcheck ,15,https://www.tiktok.com/@sn_0323/video/7314666121980808453
39700,adeademu,29,3,2022-12-17 12:24:59+00:00,186,True,Tidak Mengisi/Tidak diketahui,South East Sulawesi,10600,55,#TumbuhdanTangguh #fyp #fypシ #kendari #sulawesitenggara #xyzbca #kopikenangan #fypage #story #sad ,11,https://www.tiktok.com/@adeademu/video/7178092492774968603
306,secangkirkopi021,6331,453,2024-07-24 08:07:43+00:00,58900,True,Sepang,"Southville City, Bangi",595300,6770,"Kerjalah , ada impian yang perlu dicapai 🤍 #fyepe #kenangancoffee #barista ",9,https://www.tiktok.com/@secangkirkopi021/video/7395111020647386386
391,sipalingaffiliate9,189,60,2025-04-26 04:38:03+00:00,706,True,Sidoarjo,Kopi Kenangan - Citra Harmoni,258700,514,#promotiktok #promokopikenangan #13ribu ,19,https://www.tiktok.com/@sipalingaffiliate9/video/7497476479702338871
28800,iaszz4,9,3,2025-05-18 03:54:05+00:00,63,True,Jakarta,Kopi Kenangan - Central Park,15600,9,Promo kopi kenangan cuma 9000! Ini untungnya dari manaaaa 😱 cuss beli sebelum lebih viral lagi! Tinggal klik lokasinya dan bisa pilih cabang terdekat ,20,https://www.tiktok.com/@iaszz4/video/7505629025440697605
15100,kang.maman1965,9,3,2025-06-13 22:56:28+00:00,97,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1159,2,aku menunggalkan dalam kenangan #KangMaman  #katakatahariini  #notulenkangmaman  #tiktokindo  #foryoupageofficiall  #fyp  #fyppppppppppppppppppppppp ,37,https://www.tiktok.com/@kang.maman1965/video/7515571636578291000
57300,umaradisubroto,3,3,2025-04-20 09:14:19+00:00,22,True,Tidak Mengisi/Tidak diketahui,Malaysia,871,0,Nyobain Kopi Kenangan di Malaysia 🇲🇾. Harganya 2 kali lipat lebih mahal ternyata 😅. Rasanya agak beda tapi enak juga ☕️. #coffee #malaysia #fyp #fypシ゚ ,40,https://www.tiktok.com/@umaradisubroto/video/7495321155578940727
43100,flower_della1,10,7,2025-05-04 16:40:53+00:00,102,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,6111,9,#marimerapat_cafekopikenangan #fyyypppppppppppppp #fypdobggggggg ,12,https://www.tiktok.com/@flower_della1/video/7500631440929934647
7041,ciropii,1,0,2025-05-14 01:18:11+00:00,6,True,Surabaya,Kopi Kenangan - Ruko Rungkut Madya Surabaya,654,2,Promo kopi kenangan hanya 9 ribu guys... ,15,https://www.tiktok.com/@ciropii/video/7504104518594858247
1100000,iamegamei,1017,228,2025-04-12 06:41:56+00:00,21700,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,325200,1378,Replying to @arin challoooo,65,https://www.tiktok.com/@iamegamei/video/7492313208556948742
21600,kopi_hitam.80,91,180,2025-06-13 12:14:02+00:00,838,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,12900,80,"Yg Anak Milineal, anak Gen Z yg suka lagu kenangan yoo ikut Nyanyi #kopihitam #fyp ",135,https://www.tiktok.com/@kopi_hitam.80/video/7515406090264235320
273,userjr.jr,0,0,2025-06-15 19:06:33+00:00,15,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,296,0,❤️❤️#coffee #aesthetic #homemade #fyp ,23,https://www.tiktok.com/@userjr.jr/video/7516254445110414638
174000,kopikenangan.id,449,29,2024-11-21 06:11:38+00:00,3853,True,Tangerang Regency,Kopi Kenangan - Summarecon Mall Serpong,549300,68,"Apa tuh? Apa tuh? Coba tonton sampe akhir video ini untuk tau jawabannya ya, Beb! 🥰 #KopiKenangan #DreamyChocoSeries",13,https://www.tiktok.com/@kopikenangan.id/video/7439611172292185360
174000,kopikenangan.id,117,27,2025-04-26 04:45:24+00:00,756,True,Jakarta,Kopi Kenangan - NEO SOHO,104600,89,"Tenang, ga akan ada kesenjangan menu di Kenangan Frappe Series ini karena semuanya ENAAK! Tonton video ini sampai selesai dan buktikan di outlet Kopi Kenangan terdekat ya #KopiKenangan #KenanganFrappe",52,https://www.tiktok.com/@kopikenangan.id/video/7497478394175687954
203400,kenangan.hanyauntukmu,1535,134,2024-07-23 04:11:21+00:00,14000,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,2900000,337,"Suasana hati lagi berantakan karena putus sama doi? AMBIL HATINYA ENAKIN NONGKRONGNYA!  Minum Kopi Kenangan Botol Caffe Latte yang bisa perbaiki suasana hati lo bareng temen nongkrong abis putus, CUMA 7RIBUAN🔥 Sudah tersedia di minimarket seluruh Indonesia!  #AmbilHatinya #KopkenBotol",15,https://www.tiktok.com/@kenangan.hanyauntukmu/video/7394679024603155717
96500,dianatrwd,3685,417,2024-08-13 11:40:21+00:00,20700,True,Bogor City,Kopi Kenangan - Ruko Pandu Raya Bogor,6300000,3453,PROMO KOPI KENANGAN CUMA 8RIBU‼️  Cek dulu vouchernya masih ada gak? 😥  #promokopikenangan #voucherkopikenangan #kopikenangan #promo2024 #promoagustus ,18,https://www.tiktok.com/@dianatrwd/video/7402587503292665094
174000,kopikenangan.id,1190,88,2021-12-06 11:28:36+00:00,6458,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,255100,208,"6 menu wajib kalau ke Kopi Kenangan! Kalau menu wajib Kopi Kenangan versi kamu apa nih, Beb? 😆 #KopiKenangan #menuviral",33,https://www.tiktok.com/@kopikenangan.id/video/7038549951034428699
203400,kenangan.hanyauntukmu,6104,507,2024-05-24 15:07:29+00:00,68300,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,62900000,2509,Mood lagi gak bener? AMBIL HATINYA ENAKIN NONGKRONGNYA!  Minum Kopi Kenangan Botol Caffe Latte biar naikin mood lo bareng temen nongkrong CUMA 7RIBUAN dan ada di seluruh supermarket🔥 #AmbilHatinya #KopkenBotol,15,https://www.tiktok.com/@kenangan.hanyauntukmu/video/7372583001735105797
174000,kopikenangan.id,122,5,2024-01-26 02:54:04+00:00,3838,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1000000,116,"Emang boleh ada menu serba caramel ini? Boleh dong! Buat kamu caramel lover, tonton video ini sampai habis ya Beb! Buruan dicoba sebelum kehabisan 😋#KopiKenangan #CloudCaramelMacchiato",39,https://www.tiktok.com/@kopikenangan.id/video/7328234870109408513
10100,a.zea__a,2,0,2025-06-01 00:07:38+00:00,35,True,Balikpapan,Kopi Kenangan - Ruko Manggar Balikpapan,2523,9,"Bagaimana mau hemat, harga pesan di tiktok lebih murah!!! Tolongin dong😭😭 Kamu mau diskon di outlet mana komen ya🫶🏻 #promoditiktok #promotiktok #diskontiktok #vouchertiktok #kopikenangan #balikpapan #embarkasihaji ",15,https://www.tiktok.com/@a.zea__a/video/7510765872399650054
72400,jufrisidabutar316,703,188,2025-04-01 01:35:21+00:00,3394,True,Batam,Kopi Kenangan - Panbil Mall Batam,501300,877,KOPI KENANGAN PANBIL MALL BATAM #kopikenangan #panbil #batam ,15,https://www.tiktok.com/@jufrisidabutar316/video/7488152284338179335
17900,dchanel1118,342,0,2024-07-04 12:39:50+00:00,974,True,Tidak Mengisi/Tidak diketahui,Bogor Regency,71900,531,take away kopi kenangan #kopikenangan #storyprank #storywa #prankstorywa #prankstorywhatsapp #shinzouwosasageyo #prank #indonesia🇮🇩 #fyp #prankstory ,16,https://www.tiktok.com/@dchanel1118/video/7387759444391726341
821,urbelovedrose,383,92,2025-05-05 04:37:43+00:00,4981,True,Denpasar,Kopi Kenangan - Ruko Sesetan,73400,616,capy capybaraaa🤏 #barista #kopikenangan #coffeetiktok ,13,https://www.tiktok.com/@urbelovedrose/video/7500816173714427143
2500000,kopi_hitamm02,169,43,2023-05-03 01:48:39+00:00,723,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,77400,664,"Kopi kenangan. engkau memang selalu dirindukan, walaupun saat ini aku sudah bersama kopi Hitam #kopimantan #tapi ini bukan tentang kopi",15,https://www.tiktok.com/@kopi_hitamm02/video/7228767170615069958
16800,sagitarius30111,19,12,2025-01-23 14:19:32+00:00,110,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,20700,16,Terimakasih gatot 2 tahun nya dengan orang yg berbeda😁dan baju yg berbeda😆 #kopikenangan #barista #fy ,23,https://www.tiktok.com/@sagitarius30111/video/7463115425002343685
16700,shandyef,465,37,2024-11-28 03:04:49+00:00,5571,True,Jakarta,Kopi Kenangan - Kota Kasablanka,1500000,199,SUMPAH!! @Kopi Kenangan yg #ChocoSeries ini enak sih no debat !!! dan lagi promo kalo beli via tiktok Caranya tinggal klik lokasi aja dan pilih menu untuk redeem promonya guys !!!  #placetogo #promo #kopi #kopikenangan #promokopi #jelajahbegah #jelajahdiskon #jelajahkuliner ,22,https://www.tiktok.com/@shandyef/video/7442160730398362897
33700,agitacoffee,4146,224,2024-12-21 01:48:59+00:00,6929,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,312300,875,Resep Kopi Kenangan Mantan,34,https://www.tiktok.com/@agitacoffee/video/7450676180530842886
122,awichaaaa,7,2,2025-06-08 02:41:32+00:00,89,True,Padang,Kopi Kenangan - Ruko Tarandam (Proklamasi Padang),16800,19,"Murah banget, yuk klik tanda lokasinya dan ambil semua promonya! #fyp #promotiktok #fyppppppppppppppppppppppp #kopikenangan ",20,https://www.tiktok.com/@awichaaaa/video/7513403127362489656
3738,ds_store08,67,9,2025-02-21 08:06:33+00:00,314,True,Bogor Regency,Kopi Kenangan - Living World Kota Wisata,274300,59,Promo bday BCA Buy 1 get 1 Kopi kenangan bayar pake aqris di aplikasi mybca cuss ke kopken terdekat #promobca #kopikenangan #fyp #share ,13,https://www.tiktok.com/@ds_store08/video/7473780760554540306
1000,olshop625,1,0,2025-06-09 14:13:25+00:00,123,True,Cimahi,Kopi Kenangan - Ruko Padasuka Cimahi,9464,0,#kopikenangan#fyppppppppppppppppppppppp ,105,https://www.tiktok.com/@olshop625/video/7513952511091297541
7611,yummycikarangnew,1,3,2025-05-30 04:16:02+00:00,27,True,Bekasi Regency,Kopi Kenangan - BP Jababeka Hollywood,7783,0,#kopikenangan #promo #promokopi,17,https://www.tiktok.com/@yummycikarangnew/video/7510087709520563512
1353,jelajah_promo,10,2,2025-04-21 00:20:53+00:00,87,True,Kediri City,Kopi Kenangan - Ruko Hayam Wuruk Kediri,14000,9,Kopi Kenangan diskon sampai 48%… Yuk buruan sebelum kehabisan Sobat Promokers…!!!. . . . . #MLBBSkinGiftsdiskonhariini #kopikenangan #kopikenangandiskon #diskon #diskontiktokshop #kopi #MLBBSkinGifts ,16,https://www.tiktok.com/@jelajah_promo/video/7495554787216297222
81800,basitmuhammad,1800,194,2025-04-17 05:51:05+00:00,30900,True,Magelang,Kopi Kenangan - Armada Town Square Magelang,2900000,774,Membalas @575 beli kopi kenangan lebih murah pakai voucher tiktok #kopikenangan #voucher #diskon ,34,https://www.tiktok.com/@basitmuhammad/video/7494155519029021957
28400,officialmrbensu,226,23,2024-11-13 11:06:00+00:00,2646,True,Jember,Kopi Kenangan - Ruko Sumbersari Jember,825900,72,Beli kopi kenangan di tiktok jauh lebih hemat. Tinggal klik lokasi yg ada di video ikuti step bg stepnya dan tunjukkan di kasir tidak perlu bayar lagi. Voucher berlaku di seluruh outlet kopi kenangan. #kopikenangan ,15,https://www.tiktok.com/@officialmrbensu/video/7436718490091851064
1689,syabibiloo,4969,1463,2025-02-25 15:40:12+00:00,74800,True,Tidak Mengisi/Tidak diketahui,Bali,1400000,4144,"1 maret 2025 buruan join, cocok buat tambah tambah uang jajan!! #lokerbali #kopikenangan #partime #mahasiswa #kopikenaganbali ",15,https://www.tiktok.com/@syabibiloo/video/7475382021414604040
36100,happier.rn,227,122,2025-02-20 15:19:18+00:00,2766,True,Pekalongan,"Kopi Kenangan, Ruko Diponegoro Pekalongan",182200,623,kopi Kenangan kembali hadir di Pekalongan 💥💥💥 #kulinerpekalongan #munculberanda #promotiktok #tiktoklocation ,16,https://www.tiktok.com/@happier.rn/video/7473521191366528262
23800,triani3112,4,3,2025-06-14 14:46:49+00:00,75,True,Bogor Regency,Kopi Kenangan - Ruko Parung,2329,13,hai besti buat kalian pencinta kopi kenangan kuy😊,38,https://www.tiktok.com/@triani3112/video/7515816544069274936
174000,kopikenangan.id,5,1,2025-05-26 02:19:39+00:00,180,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,84400,14,"Sip the greatness crafted by champions! 🏆 Introducing Beans of the Champion, featuring exclusive creations by Kenangan Barista Championship winners: • Gula Melaka Americano • Café Malt Latte • Strawberry Cream Macchiato – by Adit Gusti Riyanto (KBC 2022 Winner) • Golden Yuzu Brew – by M. Nabil Gustiyanda Putra (KBC 2023 Winner) • Sparkling Hibiscus Lemon Macchiato – by Felicia Permata Putri (KBC 2024 Winner) ✨ Available now at Kenangan Heritage Senayan City. Come taste the legacy! #KenanganSignature #IndonesianCulture #ByKenanganBrands",47,https://www.tiktok.com/@kopikenangan.id/video/7508573381390798088
552,sissss173,3,17,2025-05-02 13:07:21+00:00,45,True,Surabaya,Kopi Kenangan - Pakuwon Mall,3685,7,#kopi #kopikenangan #fyp ,23,https://www.tiktok.com/@sissss173/video/7499834245775461638
131,teman2ngopi,9,2,2025-06-15 10:30:51+00:00,138,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,3029,4,Oh ternyata gitu #temanngopi #ngopi #kopi #coffee #tongkrongan #nongkrong #warkop #warungkopi #kedaikopi #coffeeshop ,17,https://www.tiktok.com/@teman2ngopi/video/7516121670952979720
354,liaagstnaaaa,262,22,2025-06-15 01:25:29+00:00,1570,True,Nganjuk,Bobon Cafe & Resto,43500,355,"SPOT NONGKRONG DI NGANJUK BAGIAN TIMUR⁉️ Cocok banget buat kamu yang mau ngopi dengan view cakepp kalau sore bisa lihat sunset☀️ 📍BOBON CAFE & RESTO Jl. Lengkong No.2, Pandantoyo,Kec. Kertosono, Kabupaten,Nganjuk, Jawa Timur #cafe #cafenganjuk #nganjuk #nganjuk24jam #fyp #fypシ #rekomendasicafe  @BobonCoffe ",29,https://www.tiktok.com/@liaagstnaaaa/video/7515980841936325904
442,pornsiripatpoti2518,0,2,2025-06-15 08:49:13+00:00,21,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,113,0,café time,20,https://www.tiktok.com/@pornsiripatpoti2518/video/7516095478983970066
1133,meloneekahuna,2,15,2025-06-14 04:44:10+00:00,100,True,Kapolei,Island Vintage Coffee Kapolei,803,0,#CapCut #islandvintagecoffee #coffee ,5,https://www.tiktok.com/@meloneekahuna/video/7515661086771678510
38,sipalingtampandirumah,1,3,2025-05-25 06:46:16+00:00,19,True,Jakarta,Kopi Kenangan - Utan Kayu (Container),2591,3,Kopi Kenangan pilihan aman dan nyaman. Ujan ga ngaruhhh  #fyp #kopikenangan ,9,https://www.tiktok.com/@sipalingtampandirumah/video/7508271002904825095
1689,syabibiloo,7,13,2025-05-08 10:42:44+00:00,91,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,11000,7,capybaranya kaka #kopikenangan #capybara #kenanganhanyauntukmu ,13,https://www.tiktok.com/@syabibiloo/video/7502023496646659336
10900,kenangansparks,8007,896,2025-01-24 11:17:43+00:00,160600,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,66200000,5425,"BARU! Fresh fruit soda pertama di Indonesia dengan NIACINAMIDE dan ZERO SUGAR yang #SegernyaBikinGlowing !  Udah tersedia di Alfamart & Kopi Kenangan, loh! Beli sekarang dan #SparksYourself bareng Kenangan Sparks! 💫",33,https://www.tiktok.com/@kenangansparks/video/7463439651366259975
18,otosupply,3,0,2023-10-04 14:11:25+00:00,31,True,Tidak Mengisi/Tidak diketahui,Singapore,2853,3,"Biasa beli Kopi Kenangan di Rest Area Cipularang KM88, sekarang mah aku coba yang di Singapore bwek! #kopikenangan #kenangancoffee #singapore #singapura ",128,https://www.tiktok.com/@otosupply/video/7286105707781557509
5670,kopi.ku38,22,19,2025-06-09 13:07:36+00:00,303,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,24500,14,kopiku#fyp ,90,https://www.tiktok.com/@kopi.ku38/video/7513935557777460487
480,orion.n_,27200,1615,2024-09-24 05:18:46+00:00,476100,True,Salatiga,Kopi Kenangan - Ruko Kartini Salatiga,3500000,11400,sisa nota putih  #kopikenangan #salatiga ,10,https://www.tiktok.com/@orion.n_/video/7418074715174030597
4189,tophitsjamandulu,58,18,2025-06-09 21:03:51+00:00,615,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,22400,86,Hidupku kan damaikan hatimu #Caffeine #TopHitsJaDuL ,238,https://www.tiktok.com/@tophitsjamandulu/video/7514058272605785349
13200,ltfiadissa,10,7,2024-04-04 13:35:26+00:00,341,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,12300,12,Kopi Kenangan versi botolan cuma 7ribuan aja? Gasss cobain Kopi Kenangan Caffè Latte yang rasanya enakkkk bgt! Warga mending-mending sih udah ngga perlu mikir lagi mau ngopi yang enak tapi affordable ☕️😍 ,45,https://www.tiktok.com/@ltfiadissa/video/7354005018351013126
529,strawaraa,3,0,2025-06-08 06:18:14+00:00,63,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,614,5,kopi kenangan 🔛🔝,11,https://www.tiktok.com/@strawaraa/video/7513458954790341944
163200,its_yogga,679,67,2024-09-29 07:13:28+00:00,10100,True,Jakarta,Kopi Kenangan - Pertamina COCO 31.103.03 Cikini,2400000,268,Kapan lagi beli Kopi Kenangan Cuman 9000 paka Vocher Tiktok  #TTPetualangPro #jelajahdiskon #kopikenangan #serunyajakarta ,20,https://www.tiktok.com/@its_yogga/video/7419959717889379589
72400,jufrisidabutar316,2060,623,2025-03-31 12:17:47+00:00,14700,True,Batam,Kopi Kenangan - Panbil Mall Batam,4800000,2436,KOPI KENANGAN PANBIL MALL BATAM #kopikenangan #batam ,25,https://www.tiktok.com/@jufrisidabutar316/video/7487946760522960146
72400,jufrisidabutar316,194,43,2025-03-31 14:20:48+00:00,840,True,Batam,Kopi Kenangan - Panbil Mall Batam,195400,250,KOPI KENANGAN PANBIL MALL #kopikenangan #batam ,14,https://www.tiktok.com/@jufrisidabutar316/video/7487978456517446919
174000,kopikenangan.id,223,82,2021-08-03 12:06:24+00:00,11100,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,252800,102,Mesin kopi di Kopi Kenangan seharga mobil?! 😱 #KopiKenangan #fyp #KulinerTiktok #viral,28,https://www.tiktok.com/@kopikenangan.id/video/6992174045701737755
683000,hungle.e,1564,260,2022-11-21 15:39:00+00:00,47800,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,1100000,340,Nghe là nghiệ#lunyentertainment #NhacHayMoiNgay #lyrics ,57,https://www.tiktok.com/@hungle.e/video/7168494265096572187
15500,vernolitaayuwpa,22,0,2025-06-04 07:16:30+00:00,722,True,Jember,Kopi Kenangan - Ruko Sumbersari Jember,31900,19,creamy aren latte enak bett  #kopikenangan #kopi #kopken ,25,https://www.tiktok.com/@vernolitaayuwpa/video/7511989646902185224
30100,johanamikael,46600,1916,2024-11-29 14:49:55+00:00,313000,True,South Tangerang,Kopi Kenangan X CHIGO - Bintaro Plaza,38100000,26400,Botol minum ukuran 1 Liter Kopi Kenangan cuma 45ribu loh! Tapi kalau belinya lewat TikTok ya. Caranya kamu bisa ikutin tutorial yg ada di VTku ini ya😬 #kopikenangan #TTPetualangPro #kopisusu #infopromo #dealsforyoudays #coffee #coffeetiktok #americano ,17,https://www.tiktok.com/@johanamikael/video/7442713549752913208
72400,jufrisidabutar316,69,30,2025-05-11 06:51:22+00:00,278,True,Batam,Kopi Kenangan - Grand Batam Mall,91800,193,KOPI KENANGAN GRAND MALL BATAM #kopikenangan #grandmall #batam ,15,https://www.tiktok.com/@jufrisidabutar316/video/7503077109569506615
96300,sijajanjalan,354,14,2024-11-17 13:28:09+00:00,5082,True,Surakarta City,Kopi Kenangan - Solo Paragon,1200000,150,Emang promo Kopi Kenangan di Tiktok ngga ada habisnya 😏 #fyp #fypindonesia #ttlocalservice #kopikenangan #promo #serunyakuliner ,15,https://www.tiktok.com/@sijajanjalan/video/7438239454613015864
5265,bukanthoriqhalilintar,3743,251,2025-05-08 21:30:39+00:00,57700,True,Jambi City,Kopi Kenangan - WTC Batanghari,3200000,1221,Lumayan buat date. Ohiya ini berlaku disemua outlet indonesia loh! #kopikenangan #tiktokgo #coffe #promo #jambicity #kulinerjambi ,31,https://www.tiktok.com/@bukanthoriqhalilintar/video/7502190455333850376
5519,naniksugiyati1,5,1,2025-06-12 15:58:02+00:00,29,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,257,10,"@WARUNG🫶KOPI @abah @mamahchi.08 @indahoctavia05 @pakde_untung72 @Bumble BEE_087 ""BPB"" ###fyp ",8,https://www.tiktok.com/@naniksugiyati1/video/7515092728603004166
1215,thorr_avrs,2,1,2024-06-30 11:45:21+00:00,21,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,2581,10,Kopi kenangan sunrise Mojokerto #bolehjuga #sunrisemojokerto #kopikenangan ,30,https://www.tiktok.com/@thorr_avrs/video/7386261059230813445
9400000,ellomg,1559,182,2023-09-21 05:40:02+00:00,56600,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,923500,106,kenangan mantan enak yah 🙂,61,https://www.tiktok.com/@ellomg/video/7281149810185489670
1900000,lilykenzie,3422,685,2023-12-02 10:04:50+00:00,137800,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,3500000,854,kopi kenangan dan beberapa inovasinya,58,https://www.tiktok.com/@lilykenzie/video/7307936191628709125
1255,irawatiqua209,4,0,2025-06-01 12:16:39+00:00,31,True,Jakarta,Kopi Kenangan - Lippo Mall Puri,2683,17,#kopi #kopikenangan ,18,https://www.tiktok.com/@irawatiqua209/video/7510953738186591493
1385,oketips.my.id,86,15,2025-05-08 08:42:49+00:00,844,True,Banda Aceh City,Kopi Kenangan - Pertamina Lamnyong Aceh,115400,89,yang suka minum kopi #kopi #kopikenangan #bandaaceh ,7,https://www.tiktok.com/@oketips.my.id/video/7501992587146972424
43100,flower_della1,18,16,2025-05-04 11:18:04+00:00,303,True,Tidak Mengisi/Tidak diketahui,Tidak Mengisi/Tidak diketahui,11600,59,#cafe_kopi_kenangan  #wonorejo_lumajang #fypdobggggggg #fyyypppppppppppppp #fypage ,60,https://www.tiktok.com/@flower_della1/video/7500548258909932805
284,dede_affah,6,5,2025-05-01 06:04:54+00:00,34,True,Bekasi Regency,Kopi Kenangan - Ruko Cikarang Utara,12800,2,setengah harga kopi kenangan pke vocer tiktok lagi 🤗☺️ #pemyemangatku🥰😘  #fyppppppppppppppppppchppppp  #fypシ  #fypシ゚viral🖤tiktok☆♡🦋myvideo  #tiktokpromo  #kopikenangan  #kopikenangan  #jajantiktokviral  #kopken  #cikarangpeople  #cikaranghits ,22,https://www.tiktok.com/@dede_affah/video/7499354277777804599
1347,kopimanakopii1,30,9,2025-03-25 01:47:28+00:00,133,True,Medan Area,Kopi Kenangan - Ruko M. Yamin Medan,28700,11,kopi enak di kopi kenangan HM yamin #kopikenangan ,19,https://www.tiktok.com/@kopimanakopii1/video/7485557797300571398
1054,misssus28,32,4,2025-04-28 06:13:03+00:00,126,True,Medan Area,Kopi Kenangan - Medan Fair,18800,8,Kopi Kenangan Plaza Medan Fair #kopikenanganvoucher  #kopikenanganplazamedanfair  #plazamedanfair #kopkenmedan ,14,https://www.tiktok.com/@misssus28/video/7498243142940970248
285,biancadalilahbalqis,1,6,2025-06-14 08:38:22+00:00,32,True,Sidoarjo,Kopi Kenangan - Rest Area KM 754 (Arah ke Sidoarjo) DT,943,4,Info loker kopi kenangan sidoarjo #infoloker #loker #freshgraduate #infoloker2025terbaru ,13,https://www.tiktok.com/@biancadalilahbalqis/video/7515721607218744583
10600,monaya.13,5,2,2025-06-15 12:18:27+00:00,40,True,Depok,Kopi Kenangan - Margo City Depok,468,1,"Klik lokasi nya disini ya kalo mau dapat diskonnya 😍 udah murah, tambah murah lagi 🎉 #kopikenangan #coffeelover #coffeeadict #ngopi #kopigulaaren #kopienak #kopikekinian ",47,https://www.tiktok.com/@monaya.13/video/7516149398443691269
